Student Name,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Avg Tamil,Avg English,Avg Maths,Avg Science,Avg Social,Max Avg,Max Sub,Outcome
Student 4539,85,82,83,84,82,85,82,83,84,82,85,82,83,84,82,85,82,83,84,82,85,82,83,84,82,85,82,83,84,82,85,82,83,84,82,85,82,83,84,82,85,82,83,84,82,85,82,83,84,82,85.3,84.8,83.9,83.3,82.8,85.3,Tamil,BA
Student 4540,80,82,86,95,86,80,82,86,95,86,80,82,86,95,86,80,82,86,95,86,80,82,86,95,86,80,82,86,95,86,80,82,86,95,86,80,82,86,95,86,80,82,86,95,86,80,82,86,95,86,83.9,84.9,83.7,96.4,84.5,96.4,Science,Medical
Student 4541,83,86,85,87,84,83,86,85,87,84,83,86,85,87,84,83,86,85,87,84,83,86,85,87,84,83,86,85,87,84,83,86,85,87,84,83,86,85,87,84,83,86,85,87,84,83,86,85,87,84,84.4,83.4,85.0,84.2,85.4,85.4,Social,Commerce
Student 4542,88,82,84,81,86,88,82,84,81,86,88,82,84,81,86,88,82,84,81,86,88,82,84,81,86,88,82,84,81,86,88,82,84,81,86,88,82,84,81,86,88,82,84,81,86,88,82,84,81,86,84.2,83.9,83.7,82.1,83.4,84.2,Tamil,BA
Student 4543,84,82,93,80,80,84,82,93,80,80,84,82,93,80,80,84,82,93,80,80,84,82,93,80,80,84,82,93,80,80,84,82,93,80,80,84,82,93,80,80,84,82,93,80,80,84,82,93,80,80,84.4,82.0,91.5,83.3,82.3,91.5,Maths,Engineering
Student 4544,82,84,84,87,88,82,84,84,87,88,82,84,84,87,88,82,84,84,87,88,82,84,84,87,88,82,84,84,87,88,82,84,84,87,88,82,84,84,87,88,82,84,84,87,88,82,84,84,87,88,83.7,84.0,84.6,82.7,84.2,84.6,Maths,Engineering
Student 4545,87,87,85,81,85,87,87,85,81,85,87,87,85,81,85,87,87,85,81,85,87,87,85,81,85,87,87,85,81,85,87,87,85,81,85,87,87,85,81,85,87,87,85,81,85,87,87,85,81,85,84.4,85.1,84.4,83.7,84.9,85.1,English,Arts
Student 4546,82,81,80,86,84,82,81,80,86,84,82,81,80,86,84,82,81,80,86,84,82,81,80,86,84,82,81,80,86,84,82,81,80,86,84,82,81,80,86,84,82,81,80,86,84,82,81,80,86,84,84.6,84.5,83.9,84.0,82.8,84.6,Tamil,BA
Student 4547,81,87,80,86,81,81,87,80,86,81,81,87,80,86,81,81,87,80,86,81,81,87,80,86,81,81,87,80,86,81,81,87,80,86,81,81,87,80,86,81,81,87,80,86,81,81,87,80,86,81,83.5,83.6,83.7,83.4,85.1,85.1,Social,Commerce
Student 4548,88,85,87,81,82,88,85,87,81,82,88,85,87,81,82,88,85,87,81,82,88,85,87,81,82,88,85,87,81,82,88,85,87,81,82,88,85,87,81,82,88,85,87,81,82,88,85,87,81,82,83.4,83.2,84.0,83.3,84.2,84.2,Social,Commerce
Student 4549,85,82,82,86,82,85,82,82,86,82,85,82,82,86,82,85,82,82,86,82,85,82,82,86,82,85,82,82,86,82,85,82,82,86,82,85,82,82,86,82,85,82,82,86,82,85,82,82,86,82,85.1,83.2,84.3,84.9,83.7,85.1,Tamil,BA
Student 4550,86,83,87,95,88,86,83,87,95,88,86,83,87,95,88,86,83,87,95,88,86,83,87,95,88,86,83,87,95,88,86,83,87,95,88,86,83,87,95,88,86,83,87,95,88,86,83,87,95,88,84.0,84.9,84.8,96.2,84.3,96.2,Science,Medical
Student 4551,86,88,87,81,81,86,88,87,81,81,86,88,87,81,81,86,88,87,81,81,86,88,87,81,81,86,88,87,81,81,86,88,87,81,81,86,88,87,81,81,86,88,87,81,81,86,88,87,81,81,83.6,83.3,85.2,85.0,84.4,85.2,Maths,Engineering
Student 4552,81,84,84,82,81,81,84,84,82,81,81,84,84,82,81,81,84,84,82,81,81,84,84,82,81,81,84,84,82,81,81,84,84,82,81,81,84,84,82,81,81,84,84,82,81,81,84,84,82,81,83.5,83.5,84.1,84.1,84.2,84.2,Social,Commerce
Student 4553,83,81,82,83,86,83,81,82,83,86,83,81,82,83,86,83,81,82,83,86,83,81,82,83,86,83,81,82,83,86,83,81,82,83,86,83,81,82,83,86,83,81,82,83,86,83,81,82,83,86,82.8,83.0,84.7,83.1,85.5,85.5,Social,Commerce
Student 4554,83,82,92,86,87,83,82,92,86,87,83,82,92,86,87,83,82,92,86,87,83,82,92,86,87,83,82,92,86,87,83,82,92,86,87,83,82,92,86,87,83,82,92,86,87,83,82,92,86,87,83.2,83.5,91.8,85.0,82.5,91.8,Maths,Engineering
Student 4555,88,82,85,80,83,88,82,85,80,83,88,82,85,80,83,88,82,85,80,83,88,82,85,80,83,88,82,85,80,83,88,82,85,80,83,88,82,85,80,83,88,82,85,80,83,88,82,85,80,83,84.0,84.4,84.9,83.7,82.8,84.9,Maths,Engineering
Student 4556,83,80,81,84,80,83,80,81,84,80,83,80,81,84,80,83,80,81,84,80,83,80,81,84,80,83,80,81,84,80,83,80,81,84,80,83,80,81,84,80,83,80,81,84,80,83,80,81,84,80,83.5,82.8,84.5,84.5,83.3,84.5,Maths,Engineering
Student 4557,85,84,83,80,80,85,84,83,80,80,85,84,83,80,80,85,84,83,80,80,85,84,83,80,80,85,84,83,80,80,85,84,83,80,80,85,84,83,80,80,85,84,83,80,80,85,84,83,80,80,84.4,83.7,83.3,83.6,83.7,84.4,Tamil,BA
Student 4558,86,85,87,86,84,86,85,87,86,84,86,85,87,86,84,86,85,87,86,84,86,85,87,86,84,86,85,87,86,84,86,85,87,86,84,86,85,87,86,84,86,85,87,86,84,86,85,87,86,84,83.1,84.3,85.3,83.4,83.5,85.3,Maths,Engineering
Student 4559,82,87,88,82,87,82,87,88,82,87,82,87,88,82,87,82,87,88,82,87,82,87,88,82,87,82,87,88,82,87,82,87,88,82,87,82,87,88,82,87,82,87,88,82,87,82,87,88,82,87,84.7,83.0,85.6,84.8,84.9,85.6,Maths,Engineering
Student 4560,82,85,82,97,88,82,85,82,97,88,82,85,82,97,88,82,85,82,97,88,82,85,82,97,88,82,85,82,97,88,82,85,82,97,88,82,85,82,97,88,82,85,82,97,88,82,85,82,97,88,82.9,85.2,83.1,97.6,83.9,97.6,Science,Medical
Student 4561,84,86,82,84,80,84,86,82,84,80,84,86,82,84,80,84,86,82,84,80,84,86,82,84,80,84,86,82,84,80,84,86,82,84,80,84,86,82,84,80,84,86,82,84,80,84,86,82,84,80,83.2,83.0,83.7,84.9,85.5,85.5,Social,Commerce
Student 4562,85,80,86,88,86,85,80,86,88,86,85,80,86,88,86,85,80,86,88,86,85,80,86,88,86,85,80,86,88,86,85,80,86,88,86,85,80,86,88,86,85,80,86,88,86,85,80,86,88,86,84.4,83.0,83.0,84.3,83.0,84.4,Tamil,BA
Student 4563,86,86,81,85,84,86,86,81,85,84,86,86,81,85,84,86,86,81,85,84,86,86,81,85,84,86,86,81,85,84,86,86,81,85,84,86,86,81,85,84,86,86,81,85,84,86,86,81,85,84,84.7,83.4,83.1,84.0,84.4,84.7,Tamil,BA
Student 4564,83,86,80,88,87,83,86,80,88,87,83,86,80,88,87,83,86,80,88,87,83,86,80,88,87,83,86,80,88,87,83,86,80,88,87,83,86,80,88,87,83,86,80,88,87,83,86,80,88,87,84.1,84.7,83.1,85.1,84.1,85.1,Science,Medical
Student 4565,84,84,93,88,87,84,84,93,88,87,84,84,93,88,87,84,84,93,88,87,84,84,93,88,87,84,84,93,88,87,84,84,93,88,87,84,84,93,88,87,84,84,93,88,87,84,84,93,88,87,83.2,84.8,91.7,83.3,85.0,91.7,Maths,Engineering
Student 4566,84,88,84,85,83,84,88,84,85,83,84,88,84,85,83,84,88,84,85,83,84,88,84,85,83,84,88,84,85,83,84,88,84,85,83,84,88,84,85,83,84,88,84,85,83,84,88,84,85,83,85.0,85.5,84.9,84.7,84.4,85.5,English,Arts
Student 4567,83,86,81,86,88,83,86,81,86,88,83,86,81,86,88,83,86,81,86,88,83,86,81,86,88,83,86,81,86,88,83,86,81,86,88,83,86,81,86,88,83,86,81,86,88,83,86,81,86,88,83.9,84.7,84.1,84.4,85.0,85.0,Social,Commerce
Student 4568,88,85,86,82,81,88,85,86,82,81,88,85,86,82,81,88,85,86,82,81,88,85,86,82,81,88,85,86,82,81,88,85,86,82,81,88,85,86,82,81,88,85,86,82,81,88,85,86,82,81,84.5,82.8,84.5,83.3,82.3,84.5,Tamil,BA
Student 4569,85,81,86,84,86,85,81,86,84,86,85,81,86,84,86,85,81,86,84,86,85,81,86,84,86,85,81,86,84,86,85,81,86,84,86,85,81,86,84,86,85,81,86,84,86,85,81,86,84,86,85.6,84.1,84.6,83.3,84.5,85.6,Tamil,BA
Student 4570,86,87,86,96,87,86,87,86,96,87,86,87,86,96,87,86,87,86,96,87,86,87,86,96,87,86,87,86,96,87,86,87,86,96,87,86,87,86,96,87,86,87,86,96,87,86,87,86,96,87,84.0,84.5,84.7,97.1,84.8,97.1,Science,Medical
Student 4571,88,80,87,84,81,88,80,87,84,81,88,80,87,84,81,88,80,87,84,81,88,80,87,84,81,88,80,87,84,81,88,80,87,84,81,88,80,87,84,81,88,80,87,84,81,88,80,87,84,81,84.0,84.1,82.4,82.8,84.2,84.2,Social,Commerce
Student 4572,86,83,82,83,83,86,83,82,83,83,86,83,82,83,83,86,83,82,83,83,86,83,82,83,83,86,83,82,83,83,86,83,82,83,83,86,83,82,83,83,86,83,82,83,83,86,83,82,83,83,84.9,83.8,85.0,83.5,83.4,85.0,Maths,Engineering
Student 4573,80,88,84,88,81,80,88,84,88,81,80,88,84,88,81,80,88,84,88,81,80,88,84,88,81,80,88,84,88,81,80,88,84,88,81,80,88,84,88,81,80,88,84,88,81,80,88,84,88,81,83.2,85.3,84.1,83.8,85.8,85.8,Social,Commerce
Student 4574,84,84,83,80,81,84,84,83,80,81,84,84,83,80,81,84,84,83,80,81,84,84,83,80,81,84,84,83,80,81,84,84,83,80,81,84,84,83,80,81,84,84,83,80,81,84,84,83,80,81,82.7,84.4,84.1,83.7,83.5,84.4,English,Arts
Student 4575,84,80,86,84,80,84,80,86,84,80,84,80,86,84,80,84,80,86,84,80,84,80,86,84,80,84,80,86,84,80,84,80,86,84,80,84,80,86,84,80,84,80,86,84,80,84,80,86,84,80,84.6,83.8,83.5,85.4,81.7,85.4,Science,Medical
Student 4576,81,87,90,85,85,81,87,90,85,85,81,87,90,85,85,81,87,90,85,85,81,87,90,85,85,81,87,90,85,85,81,87,90,85,85,81,87,90,85,85,81,87,90,85,85,81,87,90,85,85,83.8,84.1,90.8,83.1,83.9,90.8,Maths,Engineering
Student 4577,88,85,83,86,83,88,85,83,86,83,88,85,83,86,83,88,85,83,86,83,88,85,83,86,83,88,85,83,86,83,88,85,83,86,83,88,85,83,86,83,88,85,83,86,83,88,85,83,86,83,84.9,83.7,83.7,83.1,83.6,84.9,Tamil,BA
Student 4578,87,83,82,87,85,87,83,82,87,85,87,83,82,87,85,87,83,82,87,85,87,83,82,87,85,87,83,82,87,85,87,83,82,87,85,87,83,82,87,85,87,83,82,87,85,87,83,82,87,85,83.4,82.1,82.5,84.3,84.1,84.3,Science,Medical
Student 4579,85,83,85,83,82,85,83,85,83,82,85,83,85,83,82,85,83,85,83,82,85,83,85,83,82,85,83,85,83,82,85,83,85,83,82,85,83,85,83,82,85,83,85,83,82,85,83,85,83,82,83.3,84.2,82.5,83.6,83.1,84.2,English,Arts
Student 4580,81,84,86,97,81,81,84,86,97,81,81,84,86,97,81,81,84,86,97,81,81,84,86,97,81,81,84,86,97,81,81,84,86,97,81,81,84,86,97,81,81,84,86,97,81,81,84,86,97,81,85.2,84.0,84.8,96.7,84.4,96.7,Science,Medical
Student 4581,80,87,81,80,81,80,87,81,80,81,80,87,81,80,81,80,87,81,80,81,80,87,81,80,81,80,87,81,80,81,80,87,81,80,81,80,87,81,80,81,80,87,81,80,81,80,87,81,80,81,82.8,85.2,84.1,82.5,82.9,85.2,English,Arts
Student 4582,80,88,87,87,84,80,88,87,87,84,80,88,87,87,84,80,88,87,87,84,80,88,87,87,84,80,88,87,87,84,80,88,87,87,84,80,88,87,87,84,80,88,87,87,84,80,88,87,87,84,85.1,84.8,83.1,83.4,85.2,85.2,Social,Commerce
Student 4583,87,82,82,81,82,87,82,82,81,82,87,82,82,81,82,87,82,82,81,82,87,82,82,81,82,87,82,82,81,82,87,82,82,81,82,87,82,82,81,82,87,82,82,81,82,87,82,82,81,82,85.0,82.3,83.3,84.4,83.4,85.0,Tamil,BA
Student 4584,80,86,82,82,86,80,86,82,82,86,80,86,82,82,86,80,86,82,82,86,80,86,82,82,86,80,86,82,82,86,80,86,82,82,86,80,86,82,82,86,80,86,82,82,86,80,86,82,82,86,84.0,84.6,83.9,84.3,83.6,84.6,English,Arts
Student 4585,83,88,83,80,87,83,88,83,80,87,83,88,83,80,87,83,88,83,80,87,83,88,83,80,87,83,88,83,80,87,83,88,83,80,87,83,88,83,80,87,83,88,83,80,87,83,88,83,80,87,83.6,84.6,82.8,84.5,84.8,84.8,Social,Commerce
Student 4586,81,81,87,81,85,81,81,87,81,85,81,81,87,81,85,81,81,87,81,85,81,81,87,81,85,81,81,87,81,85,81,81,87,81,85,81,81,87,81,85,81,81,87,81,85,81,81,87,81,85,82.6,83.5,84.3,82.8,83.2,84.3,Maths,Engineering
Student 4587,82,86,92,87,81,82,86,92,87,81,82,86,92,87,81,82,86,92,87,81,82,86,92,87,81,82,86,92,87,81,82,86,92,87,81,82,86,92,87,81,82,86,92,87,81,82,86,92,87,81,84.2,83.7,92.0,84.2,83.4,92.0,Maths,Engineering
Student 4588,86,80,83,83,88,86,80,83,83,88,86,80,83,83,88,86,80,83,83,88,86,80,83,83,88,86,80,83,83,88,86,80,83,83,88,86,80,83,83,88,86,80,83,83,88,86,80,83,83,88,83.7,84.3,81.8,84.1,84.1,84.3,English,Arts
Student 4589,80,86,83,80,85,80,86,83,80,85,80,86,83,80,85,80,86,83,80,85,80,86,83,80,85,80,86,83,80,85,80,86,83,80,85,80,86,83,80,85,80,86,83,80,85,80,86,83,80,85,84.2,83.6,84.5,84.6,83.8,84.6,Science,Medical
Student 4590,87,87,88,95,86,87,87,88,95,86,87,87,88,95,86,87,87,88,95,86,87,87,88,95,86,87,87,88,95,86,87,87,88,95,86,87,87,88,95,86,87,87,88,95,86,87,87,88,95,86,85.3,84.1,85.0,97.4,84.9,97.4,Science,Medical
Student 4591,82,83,88,81,85,82,83,88,81,85,82,83,88,81,85,82,83,88,81,85,82,83,88,81,85,82,83,88,81,85,82,83,88,81,85,82,83,88,81,85,82,83,88,81,85,82,83,88,81,85,83.5,83.3,83.9,85.3,84.0,85.3,Science,Medical
Student 4592,86,84,85,85,88,86,84,85,85,88,86,84,85,85,88,86,84,85,85,88,86,84,85,85,88,86,84,85,85,88,86,84,85,85,88,86,84,85,85,88,86,84,85,85,88,86,84,85,85,88,83.9,83.5,84.5,84.3,84.4,84.5,Maths,Engineering
Student 4593,87,83,84,87,83,87,83,84,87,83,87,83,84,87,83,87,83,84,87,83,87,83,84,87,83,87,83,84,87,83,87,83,84,87,83,87,83,84,87,83,87,83,84,87,83,87,83,84,87,83,84.8,84.1,82.7,84.6,84.7,84.8,Tamil,BA
Student 4594,80,83,86,80,83,80,83,86,80,83,80,83,86,80,83,80,83,86,80,83,80,83,86,80,83,80,83,86,80,83,80,83,86,80,83,80,83,86,80,83,80,83,86,80,83,80,83,86,80,83,84.7,84.9,83.9,83.1,82.6,84.9,English,Arts
Student 4595,83,85,80,81,85,83,85,80,81,85,83,85,80,81,85,83,85,80,81,85,83,85,80,81,85,83,85,80,81,85,83,85,80,81,85,83,85,80,81,85,83,85,80,81,85,83,85,80,81,85,84.4,85.5,83.0,84.2,84.1,85.5,English,Arts
Student 4596,80,83,80,81,86,80,83,80,81,86,80,83,80,81,86,80,83,80,81,86,80,83,80,81,86,80,83,80,81,86,80,83,80,81,86,80,83,80,81,86,80,83,80,81,86,80,83,80,81,86,83.4,84.4,83.2,82.9,83.2,84.4,English,Arts
Student 4597,81,85,83,82,88,81,85,83,82,88,81,85,83,82,88,81,85,83,82,88,81,85,83,82,88,81,85,83,82,88,81,85,83,82,88,81,85,83,82,88,81,85,83,82,88,81,85,83,82,88,83.6,84.5,83.6,84.0,84.2,84.5,English,Arts
Student 4598,83,85,90,81,85,83,85,90,81,85,83,85,90,81,85,83,85,90,81,85,83,85,90,81,85,83,85,90,81,85,83,85,90,81,85,83,85,90,81,85,83,85,90,81,85,83,85,90,81,85,83.7,85.0,91.4,84.1,85.4,91.4,Maths,Engineering
Student 4599,88,87,82,83,83,88,87,82,83,83,88,87,82,83,83,88,87,82,83,83,88,87,82,83,83,88,87,82,83,83,88,87,82,83,83,88,87,82,83,83,88,87,82,83,83,88,87,82,83,83,84.7,85.7,83.3,83.6,81.8,85.7,English,Arts
Student 4600,86,80,84,97,87,86,80,84,97,87,86,80,84,97,87,86,80,84,97,87,86,80,84,97,87,86,80,84,97,87,86,80,84,97,87,86,80,84,97,87,86,80,84,97,87,86,80,84,97,87,83.4,83.6,82.5,97.2,84.4,97.2,Science,Medical
Student 4601,82,86,81,80,81,82,86,81,80,81,82,86,81,80,81,82,86,81,80,81,82,86,81,80,81,82,86,81,80,81,82,86,81,80,81,82,86,81,80,81,82,86,81,80,81,82,86,81,80,81,83.0,85.2,82.0,82.7,83.9,85.2,English,Arts
Student 4602,85,84,88,87,86,85,84,88,87,86,85,84,88,87,86,85,84,88,87,86,85,84,88,87,86,85,84,88,87,86,85,84,88,87,86,85,84,88,87,86,85,84,88,87,86,85,84,88,87,86,83.7,83.8,84.7,84.6,85.2,85.2,Social,Commerce
Student 4603,84,80,82,83,85,84,80,82,83,85,84,80,82,83,85,84,80,82,83,85,84,80,82,83,85,84,80,82,83,85,84,80,82,83,85,84,80,82,83,85,84,80,82,83,85,84,80,82,83,85,83.7,83.2,84.5,84.9,83.6,84.9,Science,Medical
Student 4604,82,85,84,80,82,82,85,84,80,82,82,85,84,80,82,82,85,84,80,82,82,85,84,80,82,82,85,84,80,82,82,85,84,80,82,82,85,84,80,82,82,85,84,80,82,82,85,84,80,82,83.8,83.9,83.8,84.0,84.4,84.4,Social,Commerce
Student 4605,81,83,87,84,80,81,83,87,84,80,81,83,87,84,80,81,83,87,84,80,81,83,87,84,80,81,83,87,84,80,81,83,87,84,80,81,83,87,84,80,81,83,87,84,80,81,83,87,84,80,83.9,82.0,84.1,84.4,83.2,84.4,Science,Medical
Student 4606,81,85,85,83,82,81,85,85,83,82,81,85,85,83,82,81,85,85,83,82,81,85,85,83,82,81,85,85,83,82,81,85,85,83,82,81,85,85,83,82,81,85,85,83,82,81,85,85,83,82,84.2,83.6,84.8,83.5,83.4,84.8,Maths,Engineering
Student 4607,81,87,86,83,87,81,87,86,83,87,81,87,86,83,87,81,87,86,83,87,81,87,86,83,87,81,87,86,83,87,81,87,86,83,87,81,87,86,83,87,81,87,86,83,87,81,87,86,83,87,83.5,84.7,85.7,83.5,84.7,85.7,Maths,Engineering
Student 4608,88,87,80,86,86,88,87,80,86,86,88,87,80,86,86,88,87,80,86,86,88,87,80,86,86,88,87,80,86,86,88,87,80,86,86,88,87,80,86,86,88,87,80,86,86,88,87,80,86,86,85.0,84.1,83.6,84.7,85.3,85.3,Social,Commerce
Student 4609,84,87,93,81,86,84,87,93,81,86,84,87,93,81,86,84,87,93,81,86,84,87,93,81,86,84,87,93,81,86,84,87,93,81,86,84,87,93,81,86,84,87,93,81,86,84,87,93,81,86,84.7,83.3,91.9,83.4,83.8,91.9,Maths,Engineering
Student 4610,88,88,81,98,86,88,88,81,98,86,88,88,81,98,86,88,88,81,98,86,88,88,81,98,86,88,88,81,98,86,88,88,81,98,86,88,88,81,98,86,88,88,81,98,86,88,88,81,98,86,83.8,85.4,82.7,97.3,83.7,97.3,Science,Medical
Student 4611,83,80,88,82,81,83,80,88,82,81,83,80,88,82,81,83,80,88,82,81,83,80,88,82,81,83,80,88,82,81,83,80,88,82,81,83,80,88,82,81,83,80,88,82,81,83,80,88,82,81,83.3,83.7,84.5,84.5,83.6,84.5,Maths,Engineering
Student 4612,81,82,81,83,82,81,82,81,83,82,81,82,81,83,82,81,82,81,83,82,81,82,81,83,82,81,82,81,83,82,81,82,81,83,82,81,82,81,83,82,81,82,81,83,82,81,82,81,83,82,84.1,84.3,84.1,84.4,82.7,84.4,Science,Medical
Student 4613,87,87,84,88,87,87,87,84,88,87,87,87,84,88,87,87,87,84,88,87,87,87,84,88,87,87,87,84,88,87,87,87,84,88,87,87,87,84,88,87,87,87,84,88,87,87,87,84,88,87,84.4,85.3,83.6,84.2,84.3,85.3,English,Arts
Student 4614,80,87,88,87,80,80,87,88,87,80,80,87,88,87,80,80,87,88,87,80,80,87,88,87,80,80,87,88,87,80,80,87,88,87,80,80,87,88,87,80,80,87,88,87,80,80,87,88,87,80,84.0,84.4,84.4,84.2,84.1,84.4,English,Arts
Student 4615,87,82,81,81,82,87,82,81,81,82,87,82,81,81,82,87,82,81,81,82,87,82,81,81,82,87,82,81,81,82,87,82,81,81,82,87,82,81,81,82,87,82,81,81,82,87,82,81,81,82,84.2,83.3,82.4,84.6,84.4,84.6,Science,Medical
Student 4616,85,85,82,80,80,85,85,82,80,80,85,85,82,80,80,85,85,82,80,80,85,85,82,80,80,85,85,82,80,80,85,85,82,80,80,85,85,82,80,80,85,85,82,80,80,85,85,82,80,80,83.0,85.1,83.8,84.5,83.4,85.1,English,Arts
Student 4617,80,85,88,87,88,80,85,88,87,88,80,85,88,87,88,80,85,88,87,88,80,85,88,87,88,80,85,88,87,88,80,85,88,87,88,80,85,88,87,88,80,85,88,87,88,80,85,88,87,88,83.8,84.2,84.4,83.7,83.4,84.4,Maths,Engineering
Student 4618,83,83,84,84,88,83,83,84,84,88,83,83,84,84,88,83,83,84,84,88,83,83,84,84,88,83,83,84,84,88,83,83,84,84,88,83,83,84,84,88,83,83,84,84,88,83,83,84,84,88,82.9,84.1,82.8,82.5,84.6,84.6,Social,Commerce
Student 4619,86,88,84,88,82,86,88,84,88,82,86,88,84,88,82,86,88,84,88,82,86,88,84,88,82,86,88,84,88,82,86,88,84,88,82,86,88,84,88,82,86,88,84,88,82,86,88,84,88,82,84.5,84.3,84.2,83.5,83.7,84.5,Tamil,BA
Student 4620,80,84,92,96,83,80,84,92,96,83,80,84,92,96,83,80,84,92,96,83,80,84,92,96,83,80,84,92,96,83,80,84,92,96,83,80,84,92,96,83,80,84,92,96,83,80,84,92,96,83,82.9,85.4,91.5,96.5,83.2,96.5,Science,Medical
Student 4621,80,87,85,80,85,80,87,85,80,85,80,87,85,80,85,80,87,85,80,85,80,87,85,80,85,80,87,85,80,85,80,87,85,80,85,80,87,85,80,85,80,87,85,80,85,80,87,85,80,85,84.3,85.2,84.1,83.0,83.8,85.2,English,Arts
Student 4622,86,88,83,82,82,86,88,83,82,82,86,88,83,82,82,86,88,83,82,82,86,88,83,82,82,86,88,83,82,82,86,88,83,82,82,86,88,83,82,82,86,88,83,82,82,86,88,83,82,82,84.8,84.5,83.9,82.6,83.8,84.8,Tamil,BA
Student 4623,80,81,80,83,84,80,81,80,83,84,80,81,80,83,84,80,81,80,83,84,80,81,80,83,84,80,81,80,83,84,80,81,80,83,84,80,81,80,83,84,80,81,80,83,84,80,81,80,83,84,83.9,83.5,83.7,82.4,83.0,83.9,Tamil,BA
Student 4624,81,84,87,84,88,81,84,87,84,88,81,84,87,84,88,81,84,87,84,88,81,84,87,84,88,81,84,87,84,88,81,84,87,84,88,81,84,87,84,88,81,84,87,84,88,81,84,87,84,88,83.8,83.5,82.8,84.1,83.8,84.1,Science,Medical
Student 4625,86,88,86,82,87,86,88,86,82,87,86,88,86,82,87,86,88,86,82,87,86,88,86,82,87,86,88,86,82,87,86,88,86,82,87,86,88,86,82,87,86,88,86,82,87,86,88,86,82,87,84.3,84.7,84.2,83.4,84.4,84.7,English,Arts
Student 4626,84,81,81,85,88,84,81,81,85,88,84,81,81,85,88,84,81,81,85,88,84,81,81,85,88,84,81,81,85,88,84,81,81,85,88,84,81,81,85,88,84,81,81,85,88,84,81,81,85,88,84.4,83.6,83.7,85.5,84.2,85.5,Science,Medical
Student 4627,87,80,82,87,86,87,80,82,87,86,87,80,82,87,86,87,80,82,87,86,87,80,82,87,86,87,80,82,87,86,87,80,82,87,86,87,80,82,87,86,87,80,82,87,86,87,80,82,87,86,84.4,84.9,84.8,83.9,83.8,84.9,English,Arts
Student 4628,84,83,88,87,83,84,83,88,87,83,84,83,88,87,83,84,83,88,87,83,84,83,88,87,83,84,83,88,87,83,84,83,88,87,83,84,83,88,87,83,84,83,88,87,83,84,83,88,87,83,85.7,83.6,83.7,85.1,84.1,85.7,Tamil,BA
Student 4629,82,84,81,88,84,82,84,81,88,84,82,84,81,88,84,82,84,81,88,84,82,84,81,88,84,82,84,81,88,84,82,84,81,88,84,82,84,81,88,84,82,84,81,88,84,82,84,81,88,84,82.9,84.3,83.9,84.7,83.3,84.7,Science,Medical
Student 4630,85,88,88,95,87,85,88,88,95,87,85,88,88,95,87,85,88,88,95,87,85,88,88,95,87,85,88,88,95,87,85,88,88,95,87,85,88,88,95,87,85,88,88,95,87,85,88,88,95,87,84.2,84.1,84.9,96.1,84.2,96.1,Science,Medical
Student 4631,86,85,93,87,86,86,85,93,87,86,86,85,93,87,86,86,85,93,87,86,86,85,93,87,86,86,85,93,87,86,86,85,93,87,86,86,85,93,87,86,86,85,93,87,86,86,85,93,87,86,83.7,82.7,91.9,82.8,84.5,91.9,Maths,Engineering
Student 4632,80,85,87,80,87,80,85,87,80,87,80,85,87,80,87,80,85,87,80,87,80,85,87,80,87,80,85,87,80,87,80,85,87,80,87,80,85,87,80,87,80,85,87,80,87,80,85,87,80,87,84.0,85.0,84.9,84.5,86.1,86.1,Social,Commerce
Student 4633,85,86,81,87,80,85,86,81,87,80,85,86,81,87,80,85,86,81,87,80,85,86,81,87,80,85,86,81,87,80,85,86,81,87,80,85,86,81,87,80,85,86,81,87,80,85,86,81,87,80,83.6,83.9,84.8,84.2,84.0,84.8,Maths,Engineering
Student 4634,81,84,83,86,87,81,84,83,86,87,81,84,83,86,87,81,84,83,86,87,81,84,83,86,87,81,84,83,86,87,81,84,83,86,87,81,84,83,86,87,81,84,83,86,87,81,84,83,86,87,83.0,85.0,83.7,85.7,85.3,85.7,Science,Medical
Student 4635,86,82,83,83,83,86,82,83,83,83,86,82,83,83,83,86,82,83,83,83,86,82,83,83,83,86,82,83,83,83,86,82,83,83,83,86,82,83,83,83,86,82,83,83,83,86,82,83,83,83,83.9,84.0,82.9,83.1,84.2,84.2,Social,Commerce
Student 4636,80,84,82,87,88,80,84,82,87,88,80,84,82,87,88,80,84,82,87,88,80,84,82,87,88,80,84,82,87,88,80,84,82,87,88,80,84,82,87,88,80,84,82,87,88,80,84,82,87,88,84.0,84.0,84.7,84.3,84.7,84.7,Maths,Engineering
Student 4637,83,81,80,87,86,83,81,80,87,86,83,81,80,87,86,83,81,80,87,86,83,81,80,87,86,83,81,80,87,86,83,81,80,87,86,83,81,80,87,86,83,81,80,87,86,83,81,80,87,86,84.9,84.1,83.1,84.4,84.4,84.9,Tamil,BA
Student 4638,87,81,84,83,81,87,81,84,83,81,87,81,84,83,81,87,81,84,83,81,87,81,84,83,81,87,81,84,83,81,87,81,84,83,81,87,81,84,83,81,87,81,84,83,81,87,81,84,83,81,84.7,83.9,83.7,85.0,82.9,85.0,Science,Medical
